8.843395911985102442e-01,8.848445634041323116e-01,8.712544217357307552e-01,8.884459927530897749e-01,8.861568340922698628e-01,8.880086031615098685e-01,8.868593498183695578e-01,8.829389989768123836e-01,8.935369463003333124e-01,8.818512096389200527e-01
8.563512530782968479e-01,8.163118296206413049e-01,8.132628876047242050e-01,8.457957927033286083e-01,8.230484341839260365e-01,8.200415792759477851e-01,8.269479653212407078e-01,7.884498942496517282e-01,8.284166577295470901e-01,8.517279208011501179e-01
8.201251951008805552e-01,7.613426227353633502e-01,7.565420677388529080e-01,8.051733741533876332e-01,7.752223083965548156e-01,7.778587694113474615e-01,7.555129168349949964e-01,7.877277835524768568e-01,7.857572643336335760e-01,8.259253799367087812e-01
7.855814515577287382e-01,7.094451240530423863e-01,7.147439882414746704e-01,7.829604556599264464e-01,7.144239304616099018e-01,7.279282754522791166e-01,6.855637552285276382e-01,7.599685727740614904e-01,7.526397494785592723e-01,7.907383898265908373e-01
7.579178845394668462e-01,6.604801049983322070e-01,6.650589979578627187e-01,7.318797158317675855e-01,6.683328696312068606e-01,6.927860887758841013e-01,6.293406701248305257e-01,7.443083080542649554e-01,7.201945482654275033e-01,7.556755154850725020e-01
7.391671528164213134e-01,6.235407353831138311e-01,6.330994926047716076e-01,6.873387068646462650e-01,6.376859234031898582e-01,6.701953431203042655e-01,5.983092769298490321e-01,7.236113113273884290e-01,6.947526005594281129e-01,7.210193737456304097e-01
7.211662438371889694e-01,6.016464875509786037e-01,6.129624491432954514e-01,6.489534887013398423e-01,6.086133696934724613e-01,6.550802062618211741e-01,5.805216058782890487e-01,7.031141325373391204e-01,6.691193908635176824e-01,6.940142283345933638e-01
7.081644870000645131e-01,5.863118486765632742e-01,5.877321660013259397e-01,6.228309863093537402e-01,5.858056682875156795e-01,6.356491454188403223e-01,5.703952257838229567e-01,6.865105593178373322e-01,6.386738463978437474e-01,6.748152801601904338e-01
6.930286328296861864e-01,5.765765597968488532e-01,5.641139021577200596e-01,5.994303414613212366e-01,5.643409505036249829e-01,6.166770917519970308e-01,5.613808033213563142e-01,6.702975925620819897e-01,6.146793250825315358e-01,6.587588481310703292e-01
6.822966141715159916e-01,5.630490729849109144e-01,5.432823541046964966e-01,5.835927939124021524e-01,5.490411731364210901e-01,6.038560950852266407e-01,5.546844941112882843e-01,6.563926743773775829e-01,5.979711264722817887e-01,6.410762392275092258e-01
6.758575288102411927e-01,5.499259057268978124e-01,5.286745539399414495e-01,5.655619359565772220e-01,5.354108575195651865e-01,5.961898704495708357e-01,5.475479211094872456e-01,6.454672497663506148e-01,5.855304379681653959e-01,6.275159023648081424e-01
6.671196576903752895e-01,5.386305894213784251e-01,5.136763866641258502e-01,5.516495847336454483e-01,5.248365870614873918e-01,5.874956224590104359e-01,5.357222901564325790e-01,6.335681662176330109e-01,5.767583571989733926e-01,6.210706155710825627e-01
