0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.863824803962471410e-01,3.921110882916287732e-01,8.747751337083656265e-02,-4.055609262131518872e-02,3.470785370657967217e-01,5.651085268647912940e-01,4.141047769754674368e-01,9.260031112357473837e-02,4.000828625870083699e-01,1.191787370830726250e-01,2.048575339783775817e-01,1.883880636957804833e-02,-1.428125553222450161e-01,1.516748345964132882e-01,-2.191655605769132209e-01,4.706000484358669467e-01,4.932174208394097398e-02,1.721492856868969907e-03,-3.215866788016760180e-01,1.734035732012661479e-01,-3.513659782199612391e-01,3.249258226546824502e-01,7.644418012771644899e-02,-6.578878131954385422e-01,-1.861949360863435210e-01,1.535308031123934769e-01,1.529382090004350325e-01,1.150033926224517666e-01,3.974590117742163309e-01,-5.249712394639408086e-02
6.455839441383836030e-01,7.126459797978643707e-01,1.303864916552628650e-01,-1.307225355363317854e-01,6.475757407965027079e-01,8.261823564546131315e-01,6.984772084041258600e-01,-1.381336137044732182e-01,6.032889197482358412e-01,1.828105417782613928e-01,6.120557968553808070e-01,2.389735862627984930e-01,-1.190016278570042302e-01,9.757121414714903240e-02,-6.978025084340355733e-02,5.857983275360196807e-01,-9.508289680065194760e-02,2.612580453021944374e-02,-4.126387207665209167e-01,4.707975312774979604e-01,-4.497648044309978665e-01,4.399924523808991239e-01,5.845318555042224723e-02,-2.834565752380905912e-01,-1.108616554401604531e-01,3.569685470736094768e-02,3.735676543909710046e-01,2.438572570082972180e-01,6.348988602771251655e-01,-1.246303960573985625e-02
7.918361714885993052e-01,9.705446316157277931e-01,2.635585836644155355e-01,-9.769183830242615663e-02,9.059510067774834141e-01,1.108703573387487706e+00,1.024459280276934559e+00,-9.296397783185547659e-02,7.193633608394480738e-01,4.997185085973994412e-02,8.324023305124875760e-01,3.125487564071567359e-01,-1.609057770082902850e-01,2.372120977476516734e-01,5.789015882954326453e-02,7.166524772378963792e-01,1.325181438460526495e-02,1.128420685795206713e-01,-3.864618934894519242e-01,6.686137541358987413e-01,-3.436641520880565071e-01,6.410867324818974033e-01,1.651558788118266952e-01,-7.702596478705181493e-02,1.896424491975394200e-01,2.408821917373771548e-01,3.981053255171668748e-01,3.304045604017901150e-01,6.514853654965259144e-01,-9.768919778572700274e-03
9.304768855535925365e-01,1.079784765571928151e+00,3.500620251207436362e-01,6.046517370353553245e-02,1.026199463753431518e+00,1.194895192593684152e+00,1.227355095791869743e+00,-6.621188722153425674e-03,7.014629974166393112e-01,2.612161815420656064e-01,1.171830617864205504e+00,4.939681146730500183e-01,-2.651703953629357402e-01,3.318563423762368458e-01,2.427414970303933273e-01,9.142699542785045486e-01,2.066556075247575619e-01,1.394308837036409010e-01,-2.833085303800654264e-01,5.736579241796493367e-01,-1.558165467087476996e-01,9.211538062434009300e-01,3.229792576916467040e-01,6.205386109639767639e-02,5.837945254231791115e-01,4.220897403498234945e-01,3.833779492202963324e-01,3.291133113172220459e-01,7.323792016663418503e-01,1.374566649907588700e-01
1.392008619461558849e+00,1.248894501655915867e+00,3.788480493770651769e-01,9.330579093616305983e-03,1.051862551465831075e+00,1.084361777243685543e+00,7.949708984469322504e-01,2.368464090555696400e-01,2.680318644598639888e-01,8.768373990923926664e-01,1.651789468233929581e+00,7.640066079457513704e-01,-2.879227610397739560e-03,4.069768309440734977e-01,5.347725206348273863e-01,1.284045389163169348e+00,4.992168956921790302e-01,5.768909740104888328e-01,-5.446637308128097210e-01,8.103278485517151353e-01,-1.798053450138431264e-01,1.214904973284758771e+00,2.068267906358833841e-01,2.482864575613039360e-01,9.283068951420904158e-01,1.029821805206989405e+00,8.792442011048967609e-01,-1.296505199594092383e-01,9.371880178737029832e-01,3.083837584164046963e-01
1.426644497788575050e+00,1.299065988113872860e+00,3.994044416056250490e-01,2.324141506634517518e-01,1.206108817852644233e+00,1.036280051733054819e+00,8.488704439452563477e-01,4.620876743748625892e-01,3.429772952327785895e-01,1.013903675837293905e+00,1.703520006181431512e+00,8.714489463936615499e-01,1.068438122260295664e-01,4.283229411220751959e-01,7.976308166728617310e-01,1.441506092648956905e+00,5.765688040258577507e-01,6.828659026550957245e-01,-4.621411797086598106e-01,7.974583359833964380e-01,1.115781505424945225e-01,1.230275490444952213e+00,2.254785655904426867e-01,4.490083297350430103e-01,1.046522195305677583e+00,1.142429571461283322e+00,9.138808160086607790e-01,-1.783709289249377772e-01,1.073664058668966970e+00,3.123419408506680206e-01
1.454379052879877232e+00,1.438732940273445671e+00,4.550233645877067024e-01,3.183005833429550235e-01,1.448018236991575058e+00,1.014211302830384742e+00,9.274575828160946944e-01,4.692566147222357320e-01,4.476536570845528473e-01,1.242900047208200132e+00,1.658873124015864953e+00,9.364948801776322718e-01,2.026912247501059805e-01,4.705836677906098942e-01,1.011738342927646528e+00,1.713924750913065509e+00,6.683178352130733080e-01,7.908585538668495563e-01,-3.467815619998299015e-01,7.048737596064295063e-01,3.444348211251521685e-01,1.296615823939124557e+00,1.972206335702974822e-01,5.301350161094214863e-01,1.153080884352641444e+00,1.216696564042352380e+00,9.972103763713904279e-01,-2.213954504410634017e-01,1.103894580471195264e+00,3.847818086854044584e-01
1.479937940846918876e+00,1.552220797436349553e+00,4.983052343104041881e-01,4.133390686116168999e-01,1.587787838949650698e+00,9.478060713886704569e-01,9.856002969655861534e-01,5.667161570245590196e-01,5.934680820613906782e-01,1.374305171355297395e+00,1.640124400449569642e+00,1.039613169096156975e+00,3.119389475952898394e-01,4.982636740570619005e-01,1.141962578456245270e+00,1.957978689094509006e+00,7.647242317477980222e-01,7.570149253522353572e-01,-1.899474689109532655e-01,6.815948966252297625e-01,5.772778682711725562e-01,1.322234678535241681e+00,1.835546356357322662e-01,5.851777118648278098e-01,1.233070962256113123e+00,1.394063673721914975e+00,1.040319793442523899e+00,-1.658626129322998133e-01,1.131479063203367330e+00,3.775863823690455146e-01
1.469500624629268781e+00,1.567624810834485016e+00,5.362365224477769754e-01,5.033523670856767662e-01,1.682255886184534477e+00,9.048976103724057918e-01,1.092993603733216412e+00,6.777570962376294750e-01,6.576614860921987660e-01,1.488849704543794061e+00,1.629589630658253796e+00,1.185609120600889188e+00,4.938353975350834868e-01,5.594697162311246252e-01,1.218777323326232231e+00,2.120522095903637272e+00,8.558857177211830480e-01,8.000856884275968639e-01,-3.318898348995489439e-02,6.594347881632425246e-01,7.254344995008453756e-01,1.329566872217298856e+00,1.836325107691223479e-01,6.752576317923812965e-01,1.397432096102459331e+00,1.477326092035250227e+00,1.128259543239173990e+00,-7.536436085972809951e-02,1.139817045206954926e+00,4.436401844730585853e-01
