3.981769373472121565e+00,4.029801400128863342e+00,4.029673116036287972e+00
3.965929562350186899e+00,4.015366183529919475e+00,4.012720578145749784e+00
3.946252491426804010e+00,3.999892806487227226e+00,3.994433697359522917e+00
3.928002338050895936e+00,3.985008598941832236e+00,3.977793362301767832e+00
3.910215517154950859e+00,3.970855229819094223e+00,3.960968618447943346e+00
3.892672596622404502e+00,3.956069915523035441e+00,3.946452790330757132e+00
3.875501441147864767e+00,3.940887529210962192e+00,3.930043647518467687e+00
3.857353789737814953e+00,3.924667979482800106e+00,3.914285778946509531e+00
3.839461002850696136e+00,3.908124018437754810e+00,3.897588677757295894e+00
3.821526776038028927e+00,3.891937427141664241e+00,3.879521507330068619e+00
3.803632553817847484e+00,3.875306697022000257e+00,3.863511214087346879e+00
3.786738339755955973e+00,3.858800347755603877e+00,3.847980804340735528e+00
3.769350816475181887e+00,3.842548959170680511e+00,3.831755746593578316e+00
3.753103744114570706e+00,3.826124023058154577e+00,3.815960383635107256e+00
3.737228458292831235e+00,3.809577229156114964e+00,3.800499427017615339e+00
3.721850086868745411e+00,3.793112781308485282e+00,3.785184561016268212e+00
3.706495534813227355e+00,3.776230481868104061e+00,3.769914942604306596e+00
3.691095956103482845e+00,3.759795178901972790e+00,3.755118102573014927e+00
3.675323817664038817e+00,3.743186486939218405e+00,3.740050591137484837e+00
3.659979296201882892e+00,3.727199747239745342e+00,3.724732943184982492e+00
3.644112485606571639e+00,3.711328911771955674e+00,3.709458671314596501e+00
3.628295774799427331e+00,3.695439161378818671e+00,3.693938948288494117e+00
3.612540909469474482e+00,3.679856892928802914e+00,3.678808189107488857e+00
3.596929284057951204e+00,3.663981674987399906e+00,3.663598768392121396e+00
3.581356100674561116e+00,3.648265916341342674e+00,3.648077515241788138e+00
3.565881871295929262e+00,3.632643295560090468e+00,3.632690932226218639e+00
3.550538310931219854e+00,3.617257199404272594e+00,3.617829901149984817e+00
3.535330094439647741e+00,3.601916904784910667e+00,3.602813087840744277e+00
3.520449888656370430e+00,3.587010702660495376e+00,3.587871873151594393e+00
3.505679581197808758e+00,3.572051618997655886e+00,3.573451317853388431e+00
3.491078232582856433e+00,3.557474903691052681e+00,3.559116286805387830e+00
3.476610483662346596e+00,3.542753771609285618e+00,3.544815638811627867e+00
3.462272908923305081e+00,3.528369932740625714e+00,3.530662465658215954e+00
3.448290390702342112e+00,3.513803526223162166e+00,3.516648266854450089e+00
3.434515022477154567e+00,3.499409270377075387e+00,3.502664293466092982e+00
3.420886420286532115e+00,3.484937556972650619e+00,3.488811564507449337e+00
3.407606821668069941e+00,3.470640510085463593e+00,3.474816323482601721e+00
3.394350464281522317e+00,3.456465421011289507e+00,3.461128581444311791e+00
3.381038662996527222e+00,3.442499907307545737e+00,3.447463962549303318e+00
3.368104306841662954e+00,3.428637320645494757e+00,3.433864596337432573e+00
3.355616990834230151e+00,3.415081200078769808e+00,3.420472353382816522e+00
3.343392675919450330e+00,3.401626802868451982e+00,3.407234870815867733e+00
3.331526178440883612e+00,3.388411727695536335e+00,3.394131258113237681e+00
3.319717065841979675e+00,3.375292442442938690e+00,3.381400951553657830e+00
3.308065880683317417e+00,3.362243566896414126e+00,3.368636976014199647e+00
3.296220883147069181e+00,3.349373246424349748e+00,3.356139352849188739e+00
3.284764021851264815e+00,3.336803565982345177e+00,3.343676916332534610e+00
3.273404135506710944e+00,3.324559084081369686e+00,3.331600733210976717e+00
3.262109213285127485e+00,3.312402469661035909e+00,3.319807734571031066e+00
3.250921123922255518e+00,3.300445059023465078e+00,3.307953860611388741e+00
3.239780583444306750e+00,3.288631015787922163e+00,3.296424827163453308e+00
3.228729236548109061e+00,3.277010856934750915e+00,3.285075500592053110e+00
3.217930384901498631e+00,3.265801469447936256e+00,3.273901939702204444e+00
3.207191634207169795e+00,3.254509582706989868e+00,3.262779468795913740e+00
3.196422480321160720e+00,3.243297629763909562e+00,3.251800470945924726e+00
3.185977304394053355e+00,3.232226908508845753e+00,3.240945353349567348e+00
3.175671630020553859e+00,3.221396123912870557e+00,3.230345513841859528e+00
3.165494116824058679e+00,3.210656338112282793e+00,3.219809423591958542e+00
3.155597881642953517e+00,3.200027887429074624e+00,3.209365954466816273e+00
