4.527957493802677646e+00,4.583818078979183142e+00,4.518248316353500549e+00,4.563753949419464107e+00,4.534861481695745766e+00,4.620528379809001329e+00,4.613994788764363975e+00,4.560429450143313801e+00,4.619052745498763990e+00,4.566580010042483373e+00
4.509121112165658474e+00,4.583248229863468026e+00,4.195283870032749718e+00,4.335771875693930966e+00,4.333706084207237907e+00,4.597795818892136843e+00,4.463124787524538561e+00,4.314407000701604211e+00,4.325048161743559660e+00,4.137514882265262095e+00
4.464818530739129265e+00,4.432344154597748442e+00,4.107935354353624113e+00,4.127122396022746997e+00,4.290950250866157667e+00,4.465112045704004551e+00,4.260385797402448382e+00,4.115809566631423166e+00,4.322368485537301908e+00,4.146369100498455751e+00
4.418821267968995770e+00,4.156575049430744961e+00,4.060999181708980110e+00,4.015421952002912853e+00,4.231896186092607870e+00,4.337897955987463305e+00,4.142459492155986744e+00,4.043748624877926190e+00,4.233870907040459208e+00,4.132364022120685654e+00
4.165903450460839430e+00,4.032901679920985138e+00,3.931380763156992142e+00,3.993663936956950877e+00,4.163272329041460829e+00,4.213960844442421028e+00,3.995532908089585167e+00,4.027713937111854214e+00,4.075333163304750705e+00,4.162795022308617199e+00
4.032945532068226591e+00,3.988608386773267789e+00,3.878583089021091279e+00,3.974321468294252035e+00,4.038895615536178596e+00,4.087441462619394450e+00,3.871138767118939228e+00,4.017811717835890306e+00,4.064009515031699493e+00,4.145033881068062698e+00
3.983655140708504572e+00,3.953488111576609843e+00,3.816008531606195575e+00,3.976585233460214752e+00,3.891583836389026274e+00,3.963834177960828598e+00,3.804409002788585070e+00,3.999753714277625605e+00,4.044985671687890694e+00,4.098657099577140528e+00
3.946587497400433797e+00,3.996890901956667186e+00,3.830446888949308182e+00,3.955174831337417540e+00,3.889327596255525155e+00,3.900198387705094305e+00,3.752108431402843891e+00,3.947077924638289215e+00,4.047252456265749920e+00,4.026716672904485428e+00
3.892440596863343760e+00,3.997978637352527009e+00,3.835467302872736628e+00,3.910952506119179883e+00,3.887582549873127569e+00,3.899402043445260091e+00,3.711773108445784342e+00,3.900015373626272819e+00,4.048450628143813290e+00,3.967712739205317085e+00
3.845123387963291339e+00,4.030168302445987116e+00,3.883777594922340981e+00,3.900399649018870818e+00,3.880932627809449365e+00,3.912340109335832317e+00,3.686660231667652443e+00,3.865506823955639604e+00,4.006553577772552721e+00,3.930936417238680036e+00
3.797062086609381382e+00,3.953100132909821873e+00,3.882030812875183479e+00,3.833808623305467123e+00,3.861232863251676584e+00,3.842373823523235643e+00,3.662562411263185602e+00,3.826833546276708464e+00,3.977742193055694209e+00,3.960028725297425556e+00
3.763164567749014200e+00,3.903385129247856078e+00,3.829094627146985008e+00,3.811866436866665708e+00,3.842073125453196791e+00,3.820122243706009169e+00,3.644906474784760153e+00,3.796008377262240163e+00,3.929466532860469208e+00,3.966375163513244040e+00
3.768663063375860212e+00,3.854752785637583834e+00,3.812963400923111035e+00,3.798642859865003718e+00,3.822173242259018000e+00,3.804171768546504850e+00,3.622658292175060524e+00,3.793327627297002014e+00,3.894065379784801273e+00,3.957314478641101640e+00
3.752693559055929828e+00,3.841194110217650781e+00,3.787956340254577281e+00,3.788416567016472669e+00,3.804904177271650756e+00,3.783357061868965143e+00,3.585079256609703169e+00,3.761812222805573480e+00,3.889467213426653913e+00,3.948208948758217041e+00
3.753679792756365874e+00,3.838762735964885486e+00,3.787781101423094210e+00,3.749088640678387652e+00,3.808566203551698504e+00,3.744970174502865401e+00,3.570755655756129077e+00,3.725976575224330123e+00,3.854913928094270581e+00,3.943090726370214849e+00
3.732501142580186837e+00,3.830318069608396936e+00,3.780675239825355138e+00,3.726891308456821594e+00,3.778813042729649574e+00,3.712656733951060772e+00,3.572785969726723021e+00,3.699209749687978555e+00,3.859659540114145138e+00,3.939102197092166247e+00
3.691688939267984360e+00,3.825510292272089163e+00,3.762622194447674318e+00,3.710776297367426757e+00,3.748712420822519764e+00,3.682624783617022945e+00,3.570148873769570574e+00,3.698621058778253534e+00,3.864467829815962485e+00,3.930963268707171832e+00
3.654152484348920815e+00,3.806828755593003155e+00,3.749739831576079041e+00,3.703535704829844732e+00,3.740924051376318893e+00,3.656575296515001128e+00,3.570513784475811470e+00,3.693433555849711780e+00,3.854646387890440895e+00,3.900935851594121040e+00
3.617853232364641958e+00,3.777893446741559469e+00,3.728489705084783168e+00,3.681481532547036473e+00,3.714778939318295059e+00,3.655759127191848812e+00,3.556361081297096494e+00,3.690496652923516141e+00,3.844520418231363035e+00,3.872861046435011279e+00
3.589386995820232240e+00,3.736676816182626482e+00,3.715643094196987128e+00,3.660827793280619691e+00,3.682490218132804749e+00,3.644349270642341043e+00,3.535789014053944079e+00,3.680535583151373746e+00,3.857275732613960617e+00,3.849503703169296021e+00
