0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.304976406665675492e-01,1.007592515267447808e-01,7.142552225666300159e-02,1.317976978692252665e-01,9.476545211600413687e-02,1.596098527981552717e+00
2.477023755170959241e-01,2.147611329158005400e-01,1.419664679374625926e-01,2.233132496574986303e-01,1.919462308679313056e-01,2.368860707498924079e+00
3.491228816690170045e-01,3.411360632367671508e-01,2.089684498961512371e-01,3.000376839695778619e-01,2.758441439827476471e-01,3.900078651942405772e-01
4.428226693340000519e-01,4.696603459834364780e-01,3.049261167736012079e-01,3.859469746466555606e-01,4.619591233718179368e-01,4.873874566903976246e-01
5.300533195549036458e-01,6.255327753452711859e-01,3.777316763745269257e-01,4.699237593729795881e-01,5.402630308974352147e-01,5.746265456157189089e-01
6.656536342290035879e-01,7.179529901677123016e-01,4.383686930597679998e-01,5.506984704134938458e-01,6.179123749590227366e-01,6.682024539483536474e-01
7.327314629445783600e-01,8.010061006074795653e-01,4.916278772944974174e-01,6.247884649186772332e-01,6.843652368110538786e-01,4.327366306050848266e+00
8.006316583089463368e-01,8.760552286293743496e-01,5.389590570899799316e-01,6.906735121090349372e-01,7.410027252347121118e-01,8.088998271041002441e-01
8.664596711774839033e-01,9.498717440571697868e-01,5.901205414662231696e-01,7.497358923021332222e-01,7.991075933710899415e-01,8.657556923139606564e-01
9.236188209653495296e-01,1.016223542632024301e+00,6.379498348115096862e-01,8.763322294987111460e-01,7.518295929790309584e-01,9.231760406167229815e-01
9.737717985747547100e-01,1.075103424505336358e+00,6.916890463696664382e-01,9.311876311423671337e-01,8.098681482639528140e-01,9.785836617345110566e-01
1.022139286450476581e+00,1.131557332940355431e+00,7.486571080450444837e-01,9.851244099593927661e-01,8.682678682007911597e-01,1.035699542038944543e+00
1.072087677757502799e+00,1.171604965867437453e+00,8.080606641420876590e-01,1.037971781160821561e+00,9.228123654932560704e-01,1.088209428228837927e+00
1.116486372025785156e+00,1.214324177684424244e+00,8.632853366923806115e-01,1.085551811308903547e+00,1.040232060866932873e+00,1.136526226315378807e+00
1.161579314282760622e+00,1.263594187630184829e+00,9.140059068542861764e-01,1.129286618484372395e+00,1.095854940062291893e+00,1.195400923334541288e+00
1.203088805888565815e+00,1.302927842468377673e+00,9.611677861571789050e-01,1.172284328603758752e+00,1.148531743181335552e+00,1.238787196326282203e+00
1.242965085890808785e+00,1.340443727619341718e+00,1.005705869138120656e+00,1.155111915978281223e+00,1.196447149885637051e+00,1.279077097685735298e+00
1.279327160238032501e+00,1.375885506961333826e+00,1.048474879439501128e+00,1.197992522324360598e+00,1.242859116855996815e+00,1.315656640514863751e+00
1.313430875476707449e+00,1.408912219205002092e+00,1.088043297855788349e+00,1.242523615927510594e+00,1.285827974967369558e+00,1.351406340955273455e+00
1.348680695689956410e+00,1.440783430169557899e+00,1.126131030486092977e+00,1.283119733046538036e+00,1.325681328127300329e+00,1.385919159064718853e+00
1.383331222695750595e+00,1.471118910759365850e+00,1.162005002932684494e+00,1.323095243325709491e+00,1.363774674470428883e+00,1.420635993841943279e+00
1.417154105991552004e+00,1.501490443948287901e+00,1.195885286978991768e+00,1.361568922120815595e+00,1.400809050918031540e+00,1.455150175844195370e+00
1.448876598682772077e+00,1.531327774112191120e+00,1.230434117910319980e+00,1.398216474876363691e+00,1.435919423622490587e+00,1.489290282851844838e+00
1.480017344185487804e+00,1.558598739197734950e+00,1.263273810677149500e+00,1.433521771931305588e+00,1.468869283179011331e+00,1.522417365147880508e+00
1.510191470872401576e+00,1.585187572124404198e+00,1.294777830535539742e+00,1.467817437801246738e+00,1.500471776681032710e+00,1.553998348732786861e+00
1.540124092124800947e+00,1.611266794537600910e+00,1.325120718115165630e+00,1.501655776793750618e+00,1.530765846457812662e+00,1.583724226324773054e+00
1.568940509384781024e+00,1.636205180594932473e+00,1.356816070889705239e+00,1.533204390809757456e+00,1.558816479258038346e+00,1.611365469294194108e+00
1.596291180702431811e+00,1.660217489123770873e+00,1.387167184956954236e+00,1.562975701299766706e+00,1.586222384294640131e+00,1.638113566525703835e+00
1.623190133083519671e+00,1.684242631293559223e+00,1.415962407384053767e+00,1.590740343408132418e+00,1.613125104230525464e+00,1.663398179260976661e+00
1.649182609248521114e+00,1.707523154582449187e+00,1.459935655595091974e+00,1.616841736680708186e+00,1.638881232906519880e+00,1.687025935313136715e+00
1.674008540247457155e+00,1.730115900585984745e+00,1.485487123206899573e+00,1.641688505500667805e+00,1.664685786220129193e+00,1.710371849158651258e+00
1.697820394041054337e+00,1.751799424571905073e+00,1.510696786431735994e+00,1.665474642403344196e+00,1.690680901764608723e+00,1.733024630511889930e+00
1.722095075429131095e+00,1.772642454635888987e+00,1.534786235199965709e+00,1.688477589013111180e+00,1.716362151383575840e+00,1.755754691378998311e+00
1.745853234178739832e+00,1.792994397077183111e+00,1.557954053829887053e+00,1.711199544147458562e+00,1.741195275923912655e+00,1.778453477815227890e+00
1.768138583401900998e+00,1.813359853737291694e+00,1.580860708265280801e+00,1.733384084652828561e+00,1.764845796304646219e+00,1.800069067934436440e+00
1.789632448273908549e+00,1.832777765991190355e+00,1.604306821202658773e+00,1.754909529817652469e+00,1.788548710650515350e+00,1.820714043797180492e+00
1.809936631641847038e+00,1.852653404737970133e+00,1.628025235198717002e+00,1.775910539752397543e+00,1.811883365852058780e+00,1.841134853373743274e+00
1.829741361701550328e+00,1.872157661842148935e+00,1.651056238197911474e+00,1.796563703002067136e+00,1.834518980808666155e+00,1.861067065403808840e+00
1.849214434961283127e+00,1.891052754758083543e+00,1.673287905737309789e+00,1.816184208089253183e+00,1.856022815017443151e+00,1.880417334884207481e+00
1.868990168038712429e+00,1.909454138737230577e+00,1.695738491257174907e+00,1.835476610992194280e+00,1.877166726934403895e+00,1.900127632819611723e+00
1.888093736476210704e+00,1.927198701587439666e+00,1.718446913092273709e+00,1.855430010627962423e+00,1.897594411399301517e+00,1.919609989092142088e+00
1.907187776298691961e+00,1.944408872940650790e+00,1.740596680686222975e+00,1.874577450637872733e+00,1.917248277146459845e+00,1.938354525843098086e+00
1.927114840695330678e+00,1.961667001894949802e+00,1.763130165371867175e+00,1.894172957504674848e+00,1.936327934637650294e+00,1.956345602462171041e+00
1.946852409047276078e+00,1.978424827940206798e+00,1.785105819729882581e+00,1.913182002210632282e+00,1.954824376796703289e+00,1.973864421839268912e+00
1.966574205879153991e+00,1.994965864007888889e+00,1.806928026893570571e+00,1.931548826750375314e+00,1.973157447645907725e+00,1.990873307058215858e+00
1.985472352514445760e+00,2.011033023121343799e+00,1.827944084479315112e+00,1.949943976046907501e+00,1.991019207195031671e+00,1.980962871540321801e+00
2.003781990225894205e+00,2.027458186934291806e+00,1.848735567573932537e+00,1.002552503975320697e+01,2.009207957784822085e+00,1.997280061268772444e+00
