2.021794686429671639e+00,2.043729540173647052e+00,1.868738886021037660e+00,1.010238712228015068e+01,2.026905750330212364e+00,2.013781850249171335e+00
2.039481018272409685e+00,2.059481425421154643e+00,1.887991211063742680e+00,1.017630589240193828e+01,2.045058065741485631e+00,2.030227697776055162e+00
2.056833817359821737e+00,2.075048514471419470e+00,1.907292474667504623e+00,1.024781890590239719e+01,2.062758800155187533e+00,2.046387153683501658e+00
2.074151912309179835e+00,2.090294552345560053e+00,1.926345525983431894e+00,1.032013217973258001e+01,2.079975226711279213e+00,2.062476522358644537e+00
2.091267505800378235e+00,1.069291130168592296e+01,1.945226601371744302e+00,1.039303260752870095e+01,2.096865728226159131e+00,1.047998112483329258e+01
2.108012048154697116e+00,1.075992105758055040e+01,1.963549859707713230e+00,1.046435214940195380e+01,2.113434573777738912e+00,1.055352923379717289e+01
2.124474547720752948e+00,1.082532191792355114e+01,1.981594368216068158e+00,1.054062961394338416e+01,2.129498563255300514e+00,1.062440286607145623e+01
2.140408783434407880e+00,1.088838703325429691e+01,1.999265084842638318e+00,1.061418288332261994e+01,2.145102536478440847e+00,1.069365163992918788e+01
2.156842726528370058e+00,1.094940077577659387e+01,2.016659213073807244e+00,1.068854177688275620e+01,2.160965041469844916e+00,1.076047063224805633e+01
2.172949384574547782e+00,1.101219850742607953e+01,2.033720632717524790e+00,1.075986174347057123e+01,2.176621311830948979e+00,1.082498552138351222e+01
2.189135578268628812e+00,1.107286750240947626e+01,2.050203699152981507e+00,1.082876408407235935e+01,2.191746861162862547e+00,1.088959375528449236e+01
2.205363202279174040e+00,1.113151419756009552e+01,2.066588564227343827e+00,1.089450976872764265e+01,2.206483845968710167e+00,1.095204838138877612e+01
2.221672886927488655e+00,1.118824281748522509e+01,2.082722314054971324e+00,1.095959912517384360e+01,2.221020060595113588e+00,1.101670550192989495e+01
2.237834185054359271e+00,1.124584894546032032e+01,2.098885139086383411e+00,1.102433134261914738e+01,2.235149116737317865e+00,1.108147366270642920e+01
2.253710440143327443e+00,1.130162630746795216e+01,2.115055611392005375e+00,1.109061617012464396e+01,2.248968200486266777e+00,1.114548790195845562e+01
2.269136247035629772e+00,1.135730425324975279e+01,2.130928703557601445e+00,1.115482959677059860e+01,2.262942543638117421e+00,1.120750169623385517e+01
2.284275941420672584e+00,1.141126903146903615e+01,2.106641800393091124e+00,1.121800807701489155e+01,2.276711048281143235e+00,1.126715537259826583e+01
2.299311953825868393e+00,1.146542543524456015e+01,2.123401152073405296e+00,1.128058878272047494e+01,2.290521176217914512e+00,1.132572869439139396e+01
2.314104774761111205e+00,1.152024802921203239e+01,2.139974727659906151e+00,1.134552326689563451e+01,2.304005254603903818e+00,1.138442952534937369e+01
2.328840828856972411e+00,1.157345819394517328e+01,2.156313109319015542e+00,1.140861909463203006e+01,2.317163244590182636e+00,1.144261765702079536e+01
2.343287554677177198e+00,1.163002842114204682e+01,2.172461545723222365e+00,1.146991247872114528e+01,2.330546948883188918e+00,1.150264459192317545e+01
2.357241279086983443e+00,1.168757094433497201e+01,2.188148598230164943e+00,1.152906722349441893e+01,2.344009399126342430e+00,1.155960758492770246e+01
2.371042220722483496e+00,1.174494249946186386e+01,2.203405486745265041e+00,1.158820824072402189e+01,2.357004384637981342e+00,1.161606574799227332e+01
2.384745950690392746e+00,1.180072040027967795e+01,2.218600318574019958e+00,1.164743800878308733e+01,2.369957326840612666e+00,1.167120152111524511e+01
2.398195488880310755e+00,1.063326883163493086e+01,2.233596225334140595e+00,1.170504504347066721e+01,2.382747008823156154e+00,1.172558149407563022e+01
2.411392821014394006e+00,1.068559522941060891e+01,2.248478305888215623e+00,1.176266380691842883e+01,2.395402858858072470e+00,1.177808419548849272e+01
2.424280799985043533e+00,1.073647322158693562e+01,2.263104416586258161e+00,1.181899725685905089e+01,2.407744346176204697e+00,1.183329512480634804e+01
2.437338791036963048e+00,1.078575706551520952e+01,2.277482650809596887e+00,1.187657572993629884e+01,2.419761057512280100e+00,1.188705313493162663e+01
2.450529394790194271e+00,1.083427035108713277e+01,2.291654934929817422e+00,1.193316549498164214e+01,2.431631092701734609e+00,1.194039719773361519e+01
2.463577884963181308e+00,1.088320555337752005e+01,2.305982529916333679e+00,1.198847972907359960e+01,2.443950246562194728e+00,1.199237346405350557e+01
2.476650001548637015e+00,1.093466956921069233e+01,2.320152789282110550e+00,1.204505036479447000e+01,2.456220770843470902e+00,1.204386653127189177e+01
2.489651182708881638e+00,1.098679805472621140e+01,2.334396078078876169e+00,1.210020673462231677e+01,2.468419883516254298e+00,1.209667847421435560e+01
2.502645549349181042e+00,1.103919891868729763e+01,2.348569124786377138e+00,1.215388842338153808e+01,2.478637549688605279e+00,1.215045186501914642e+01
2.515322980217764570e+00,1.109319923696021526e+01,2.362526843961844758e+00,1.220609270065563123e+01,2.491333610991069758e+00,1.220478696968394061e+01
2.527858493803933904e+00,1.114589834274463342e+01,2.376614686747041461e+00,1.225843638913165812e+01,2.503884286243539758e+00,1.225781279471825513e+01
2.540228997431930758e+00,1.119671885248066801e+01,2.390831262568304805e+00,1.230916477649851437e+01,2.516160430762354849e+00,1.231108146554148952e+01
2.552452454682351934e+00,1.124663048274454091e+01,2.404713330723185827e+00,1.235869955475086357e+01,2.528221957395303754e+00,1.236414000169438232e+01
2.564511514097043143e+00,1.129781066676259016e+01,2.418817856295774948e+00,1.240708236141594156e+01,2.540084395830773278e+00,1.241596461840186194e+01
2.576401353432666852e+00,1.134781429482619863e+01,2.432679886071443587e+00,1.245442292774841597e+01,2.551960199404569085e+00,1.246949801146896064e+01
2.588020969147025063e+00,1.139785993009045839e+01,2.446361902333593630e+00,1.250126899040019879e+01,2.563753807617762615e+00,1.252286677160436668e+01
2.599496456687254042e+00,1.144678094433754367e+01,2.459736457556145783e+00,1.254800236148626702e+01,2.575497215060380540e+00,1.257493161291884043e+01
2.610722357354454903e+00,1.149452909880085549e+01,2.472809642170896272e+00,1.259626665694853642e+01,2.587139538695340857e+00,1.262548179029001183e+01
2.621920828130798853e+00,1.154282855993526624e+01,2.485762501336504560e+00,1.264530988763952379e+01,2.598576164898424246e+00,1.267697895168148747e+01
2.632875853890264572e+00,1.159087809745962616e+01,2.498742870854927300e+00,1.269328696114158106e+01,2.610173416158279469e+00,1.272708750711215764e+01
2.643783781879628147e+00,1.163944185469506998e+01,2.512080737605808967e+00,1.274108668119970744e+01,2.621550424992622030e+00,1.277627820764423028e+01
2.654556324094868636e+00,1.168697234049997036e+01,2.525231459374047027e+00,1.278968553725450974e+01,2.632782435202652760e+00,1.282457249012745315e+01
2.665329560594456915e+00,1.173559587619699052e+01,2.538395473469353014e+00,1.283933563448592885e+01,2.643991097979665028e+00,1.287242634418660536e+01
2.675981237013573821e+00,1.178320642156698561e+01,2.551317511037544339e+00,1.288899571432019542e+01,2.655188060315666565e+00,1.291928324295285968e+01
2.686572599430021135e+00,1.182983530620770907e+01,2.564332389221837261e+00,1.293919515370014572e+01,2.666360192656946015e+00,1.296507090781387639e+01
2.696947811593072064e+00,1.187543970513758573e+01,2.577099504577132549e+00,1.298898399722019725e+01,2.677379422461969583e+00,1.301146037105758957e+01
2.707272334016943116e+00,1.192116678940005059e+01,2.589641884119048942e+00,1.303784680076604197e+01,2.688330440944258104e+00,1.252149123057961155e+01
2.717741781917819122e+00,1.196749621379673023e+01,2.602109846415942229e+00,1.308552971330583858e+01,2.699103272219047778e+00,1.257279185325780624e+01
2.728144757420803312e+00,1.201205067103069268e+01,2.614477240071109154e+00,1.313226840975574028e+01,2.709914269426581424e+00,1.262307662202158731e+01
