4.567612818601526570e+00,4.655710876669055587e+00,4.591158133905270056e+00
4.523925581624863135e+00,4.638366868546565769e+00,4.591157642431202390e+00
4.491480209023946735e+00,4.630963678734030253e+00,4.531405549895695550e+00
4.460913930471953392e+00,4.586741931464941580e+00,4.491195411732450182e+00
4.421435908346332155e+00,4.545876802754532875e+00,4.445120621791521565e+00
4.389591832190587795e+00,4.496985437470849334e+00,4.409173495210187532e+00
4.367599918806278403e+00,4.451051802786182066e+00,4.360905877300702116e+00
4.332538783646690206e+00,4.415922073786397561e+00,4.322663524183538719e+00
4.286775505424386346e+00,4.384371615152305779e+00,4.285605164701252967e+00
4.249293748438263130e+00,4.356355852750608548e+00,4.245355010263380358e+00
4.215161363227682756e+00,4.333793178994839401e+00,4.210814195846747765e+00
4.191377396193531446e+00,4.311378089256142410e+00,4.172552098590008640e+00
4.160696164216668436e+00,4.290456433879617393e+00,4.135243114422565647e+00
4.128709982738198114e+00,4.271469955422778852e+00,4.109661419683249939e+00
4.094308520999916823e+00,4.248284914826085945e+00,4.085341515994980632e+00
4.061304252075448318e+00,4.222822465135397607e+00,4.065310112297966683e+00
4.026572524683340148e+00,4.198719939415571645e+00,4.045711737833233457e+00
3.995252916716117930e+00,4.171946913880653973e+00,4.021399897506680254e+00
3.966204197640065932e+00,4.142778721007636555e+00,3.995265129899190804e+00
3.940097558948975731e+00,4.095355590063851636e+00,3.971928980311091539e+00
3.914902140931474150e+00,4.069310949964053847e+00,3.950459890597053381e+00
3.893661207595384699e+00,4.043176537402440651e+00,3.928879560120289938e+00
3.874950438444646927e+00,4.020132580278594325e+00,3.909502437671195985e+00
3.861001012295455226e+00,4.000481031996801384e+00,3.886624708873812395e+00
3.845634261394684561e+00,3.983295625757163005e+00,3.868693371342369680e+00
3.831410376672335083e+00,3.967405482200913269e+00,3.850828691906263757e+00
3.821244679668616140e+00,3.951079405493830965e+00,3.834084800892768374e+00
3.813968607760360729e+00,3.936670618858096216e+00,3.819333541093422824e+00
3.806557989381666562e+00,3.922864646769125496e+00,3.805014658823381968e+00
3.799101151112354469e+00,3.907487297512223012e+00,3.801376726441828779e+00
3.791983141529589041e+00,3.889206991352228471e+00,3.784723991871939752e+00
3.782203111468694701e+00,3.872427640347844591e+00,3.770674793875362418e+00
3.772543795917375764e+00,3.857668587116791059e+00,3.757701678477454621e+00
3.763681520658871182e+00,3.843531139156632026e+00,3.745042176994512584e+00
3.755247264993868850e+00,3.829512274469174304e+00,3.734987211894659875e+00
3.745559992844234909e+00,3.815731618472105513e+00,3.726668209612892024e+00
3.736724824583022908e+00,3.800765913208225211e+00,3.719327248789336959e+00
3.726759034364401924e+00,3.786230384449940978e+00,3.711413219929480700e+00
3.718332016462738476e+00,3.771539287442696953e+00,3.704622082708328268e+00
3.710043723147724570e+00,3.758082387289401360e+00,3.697585398147516411e+00
3.700841525375862862e+00,3.746100997707141111e+00,3.690306048479348178e+00
3.692932278632754972e+00,3.733457367309688468e+00,3.681670208351361939e+00
3.686409054505192184e+00,3.719816901111926200e+00,3.673675983483450036e+00
3.679845311068851821e+00,3.706887827912265898e+00,3.665291365576369031e+00
3.674994652445275456e+00,3.695570734050905859e+00,3.657058194894341252e+00
3.669543550697328627e+00,3.685045364386567712e+00,3.651163317512437168e+00
3.663797684506212349e+00,3.675440393691540741e+00,3.645610370784281073e+00
3.657873808930574899e+00,3.666606602129109049e+00,3.640843684545400194e+00
3.651848942617775595e+00,3.658017897707531940e+00,3.636765512094488173e+00
3.645360157023894043e+00,3.648561994532494079e+00,3.632258553911131393e+00
3.638116136977274095e+00,3.639539793753390207e+00,3.628232037742312066e+00
3.630555473659911936e+00,3.630435995403638927e+00,3.624020498134598700e+00
3.623071217475961614e+00,3.621577084795691626e+00,3.619258221346519200e+00
3.615525683406207058e+00,3.611921730071738335e+00,3.615249173132150329e+00
3.608943314781603462e+00,3.603779645750361027e+00,3.611768423245953485e+00
3.601768437079798435e+00,3.596340474621085637e+00,3.607770462888637564e+00
3.595027908456326138e+00,3.590060614460171440e+00,3.602913070523015904e+00
3.588868724835318602e+00,3.584129782472877945e+00,3.598227099263878070e+00
3.583485433290736655e+00,3.578633209122583647e+00,3.593432281198446265e+00
3.578153627837526773e+00,3.574118086480709611e+00,3.588721619670704577e+00
3.572735982515261366e+00,3.570111399144619835e+00,3.584174775210133834e+00
3.568169976012795175e+00,3.565849858973978215e+00,3.579704856872703012e+00
3.563286508582756973e+00,3.562512262880254799e+00,3.575064314077026406e+00
3.558277056837285457e+00,3.558734191032844940e+00,3.570741470299932274e+00
3.553669842581489213e+00,3.555323607311922984e+00,3.566207007803055884e+00
3.549482830801652167e+00,3.551862179285139920e+00,3.561506207055826323e+00
3.544646600347423959e+00,3.548762601523396398e+00,3.557398946574718224e+00
3.540369412312203590e+00,3.545542832733311389e+00,3.553654564664665116e+00
3.536840952571284280e+00,3.542464516378073469e+00,3.549711478998025527e+00
3.533161924519094832e+00,3.538999861005512670e+00,3.546483057806386618e+00
