1.176946793393592872e+00,1.616155461323927067e+00,1.373999903766636166e+00,1.402027045564902652e+00,1.242823307015536782e+00,1.830304075773644401e+00,1.027151293617070582e+00,8.309411023385122608e-01,1.396330298239792267e+00,8.357163419996982423e-01,1.743574907144564756e+00,1.336584721886219018e+00,7.768338834313031072e-01,1.760962360614970468e+00,9.533008273989069803e-01,7.437193538874257159e-01,1.540202959470893473e+00,1.273503454149426339e+00,8.515856586226983049e-01,1.103972175356624952e+00,1.052005183272339162e+00,1.333431668433914030e+00,1.110044722746249324e+00,1.106470209746702071e+00,8.148711552872376362e-01,8.471023683552442174e-01,7.341561441690356293e-01,8.232209079479712033e-01,1.404771369865982944e+00,3.505219104092454074e-01,1.381240248731188114e+00,9.941153526426325104e-01,2.264104889864590187e-01,1.047158823336388878e+00,1.813266961575716874e+00,9.230676006042954906e-01,1.816536794785514886e+00,1.092410979364839996e+00,4.066929737632710706e-01,7.742445300757689886e-01,5.526931314212780721e-01,1.586506133316779810e+00,1.776481337965492013e+00,8.790416320295187935e-01,8.686864248007148959e-01
1.289350090328394316e+00,1.672357109791327678e+00,1.261596606831834722e+00,1.317724572863801402e+00,1.158520834314435755e+00,1.661699130371442346e+00,1.111453766318171610e+00,8.871427508059128719e-01,1.338351492617964045e+00,8.357163419996982423e-01,1.715474082910864340e+00,1.178124977391202588e+00,7.768338834313031072e-01,1.817164009082371301e+00,8.408975304641055359e-01,7.066264883267814323e-01,1.652606256405695140e+00,1.254762647045171375e+00,8.796864828563986105e-01,1.073830267527470461e+00,1.164408480207140606e+00,1.277230019966513197e+00,1.081943898512548907e+00,1.022167737045600822e+00,7.305686825861366085e-01,6.818715237116486083e-01,7.341561441690356293e-01,7.389184352468700645e-01,1.320468897164881916e+00,4.067235588766461296e-01,1.437441897198588947e+00,1.076110253146583373e+00,2.264104889864589909e-01,1.047158823336388878e+00,1.813266961575716429e+00,9.230676006042954906e-01,1.676032673617012803e+00,1.076620251311279475e+00,4.228949931287260267e-01,8.866478270105705439e-01,5.245923071875777666e-01,1.474102836381978143e+00,1.973187107601394708e+00,9.352432804969195157e-01,9.529888975018159236e-01
8.905121925501551239e-01,1.234167196587862891e+00,8.763211068407710247e-01,9.272819700726954162e-01,9.024215194307936283e-01,1.099451042132798984e+00,1.014746685106735269e+00,8.384570110608446925e-01,9.339895058396776584e-01,6.867839734904784832e-01,1.166074089802659142e+00,9.411317642155314633e-01,7.260655086923044621e-01,1.261137805947940782e+00,6.995153920244907564e-01,6.982468299249779964e-01,1.202977770067818364e+00,9.039900886703644556e-01,7.680265423733096952e-01,9.096014373652122620e-01,9.562877050642596410e-01,9.274428221193629085e-01,9.130621109430513416e-01,8.975235102294918388e-01,7.319082588639822529e-01,6.395893898649587239e-01,6.264854035973447255e-01,5.659086520877605331e-01,1.061222653523440584e+00,3.834449981812257935e-01,1.110472160665326946e+00,9.072633590229118861e-01,3.702780890106843747e-01,8.152296422349012417e-01,1.303264152634230566e+00,7.861681824885720093e-01,1.267516877438692902e+00,7.039314632090764023e-01,4.370478268736386895e-01,8.960485150474645222e-01,4.657208848514092225e-01,1.123160025802219630e+00,1.495139802292090314e+00,7.520452012873701797e-01,9.029277327663529640e-01
8.611526033981241612e-01,1.087418447811872024e+00,7.186442597516744524e-01,8.555757127727716682e-01,9.217073037194352114e-01,1.022954353941059047e+00,8.734619854872972544e-01,7.472933858370556237e-01,8.503142342767745498e-01,6.555608354530337856e-01,1.170947588020018859e+00,8.669768113766002093e-01,6.167845255612476318e-01,1.140928724503778025e+00,6.979542351226185604e-01,6.724877410440860404e-01,1.200264331436813769e+00,8.808005867033709135e-01,6.845046481231447100e-01,9.408245754026569596e-01,8.118806916410772345e-01,9.149535669043851183e-01,9.129231543719602548e-01,7.780950072362653458e-01,6.569727275741145123e-01,6.247583992971724731e-01,5.975180339372937466e-01,5.354660925012517669e-01,1.085420585502460122e+00,2.862696312944038590e-01,1.091738277842860150e+00,8.416947691442777657e-01,2.707159595733281132e-01,8.542585647817073635e-01,1.245042474796290932e+00,9.422476742203609312e-01,1.224585062637206345e+00,7.844115276152575644e-01,3.333363345861903304e-01,8.663865339118917985e-01,4.399617959705172110e-01,1.160627791447153445e+00,1.425668320158775648e+00,7.068941271812092531e-01,8.227323397963145490e-01
8.405453322934106630e-01,9.469143266433701633e-01,5.734566678775558923e-01,7.892014204432679092e-01,9.231123449311201545e-01,9.470821285100681219e-01,7.605903414819341624e-01,6.963097368267656684e-01,8.120537251184585248e-01,5.993591869856329524e-01,1.037794536858169803e+00,7.906332182450277468e-01,5.461620641194729897e-01,9.938677443474127626e-01,6.824039041279630347e-01,6.589056759977974798e-01,1.213573846004820433e+00,8.400149236640448436e-01,6.607762194017788859e-01,9.520649050961372817e-01,6.843364662811456389e-01,9.136106294671549888e-01,9.105814190191519053e-01,6.860564369239380289e-01,5.951509142599736846e-01,5.915057572872937097e-01,6.248490409683106206e-01,4.025788687431450796e-01,1.129913557205818986e+00,2.500000000000000000e-01,1.018030586248270142e+00,7.705060144189035398e-01,1.931083459542926872e-01,8.900426974766351140e-01,1.148942984179270432e+00,8.766790843417266998e-01,1.130105524112675175e+00,6.373505474588923025e-01,2.752612978365428509e-01,8.197355409279254435e-01,4.128804610239813488e-01,1.224322993043540864e+00,1.386471140817785219e+00,6.254017369034781115e-01,7.782393680929555746e-01
8.080732687344678311e-01,8.657341677460136387e-01,5.250608039195163723e-01,7.858834411004607112e-01,9.472734994702305400e-01,9.339684105343413201e-01,6.837814219098199420e-01,6.710189950164353601e-01,7.975002608284020855e-01,5.681360489481881437e-01,1.002200159495482801e+00,7.281869421701379075e-01,5.149389260820282921e-01,9.208056013397917239e-01,6.909662992754193045e-01,5.575096495431519639e-01,1.149527144837801274e+00,8.398584431789197779e-01,6.167515947689816702e-01,9.634080427111058054e-01,6.275754554990219392e-01,9.092393901419126845e-01,9.199483604303854145e-01,7.076979356709771629e-01,5.779454144477137456e-01,6.857572048077670290e-01,6.307814371954250099e-01,3.596028818273003802e-01,1.159575538341391709e+00,3.224676735454374277e-01,9.922151444162583545e-01,7.458097420707567871e-01,1.237929795111651909e-01,9.040931095934852113e-01,1.117719846141825624e+00,8.485782601080262832e-01,1.145404861751023073e+00,5.642884044512714858e-01,2.800750009828417153e-01,7.807066183811194326e-01,4.147538493062280507e-01,1.184313403951457122e+00,1.337450814098996910e+00,5.847666277741874197e-01,7.485773869573830730e-01
8.089653583926806890e-01,8.719787953535025338e-01,5.400033056945792165e-01,7.954734049262471851e-01,9.497267460303154829e-01,9.486878898948511996e-01,6.971627667830104791e-01,6.757024657220520591e-01,8.097664936288266890e-01,5.752727662138898967e-01,1.002200159495482801e+00,7.330934352903080153e-01,5.220756433477299341e-01,9.274962737763871035e-01,6.985490613702273199e-01,5.590144680433261071e-01,1.145289718961291170e+00,8.424378893209889529e-01,6.227731999619173786e-01,9.645231547838716279e-01,6.298056796445535843e-01,9.221746901859970702e-01,9.172720914557472849e-01,7.101511822310621058e-01,5.837439972260962673e-01,6.946781013898941648e-01,6.283281906353401780e-01,3.769986301624482228e-01,1.162028784901476541e+00,3.369815091520314554e-01,9.968986151218752756e-01,7.478169438017353565e-01,1.344980554097176539e-01,9.020859078625065308e-01,1.124856563407527155e+00,8.525926635699835332e-01,1.156332960064129001e+00,5.709790768878666434e-01,2.876577630776497307e-01,7.809296407956727304e-01,4.147538493062280507e-01,1.184759448780563273e+00,1.337227791684443723e+00,5.854356950178469798e-01,7.461241403972980191e-01
6.966262686889564959e-01,6.186835884988438616e-01,3.128720636156329671e-01,6.753982796160011848e-01,8.724038804706916173e-01,5.853087264888218177e-01,6.617441498514899934e-01,6.873133127209368753e-01,6.002478535843138729e-01,5.257315841104281962e-01,5.197169406971220429e-01,7.390626812943021928e-01,5.386905974853251067e-01,4.474465175047322996e-01,7.014775088795477398e-01,6.254862764063005010e-01,9.750027783482424493e-01,8.140894024320389777e-01,6.613910717164961373e-01,7.966686285264842349e-01,5.823402987041832457e-01,7.666268765991353096e-01,8.652629509532969720e-01,6.390480899780367485e-01,6.112446005799703208e-01,5.424980662109371021e-01,8.230166459204592000e-01,4.424235122443715418e-01,1.033790026321734778e+00,4.411305011381969621e-01,8.720154005404174846e-01,7.018051060714509681e-01,7.270749175946130682e-01,8.265841344234997612e-01,8.044914815623529503e-01,6.541746019485910058e-01,8.696454640952195891e-01,5.054224083206309004e-01,4.753069337133097316e-01,8.202396484452008085e-01,5.113196948136391473e-01,1.012572166905951310e+00,1.006994719936010529e+00,6.095587508366006047e-01,5.848945542623283922e-01
8.058160192229253393e-01,8.095325192786129165e-01,4.391971743165430930e-01,7.679696865778053994e-01,9.582015977833362452e-01,8.746444482631960948e-01,6.348651723178229123e-01,6.673762955787334583e-01,7.824090774436369689e-01,5.389944534465730408e-01,9.657731651184636723e-01,7.114350450347187715e-01,5.037963571140762209e-01,8.552370114611576035e-01,7.170212736226191375e-01,5.481427081319184547e-01,1.164618328222566390e+00,8.596330972693015937e-01,5.777226722221755484e-01,9.658030858326129842e-01,5.850900612227245556e-01,9.040355338023384757e-01,9.168260466266409114e-01,7.186260339840828681e-01,5.888978076662907402e-01,6.576563805740667235e-01,6.562803332593383221e-01,3.221351161823666764e-01,1.170503636654497193e+00,2.875388044058563297e-01,9.885724449785564527e-01,7.484116702405437804e-01,9.598430166973234701e-02,9.202250642461651253e-01,1.088578250640210410e+00,8.163143508026667883e-01,1.128232135830428584e+00,4.987198145726373655e-01,2.686265170357786114e-01,7.742397881635201262e-01,3.974123391946633443e-01,1.202006515506009121e+00,1.348378912412102615e+00,5.675939018535927083e-01,7.376492886442772567e-01
6.404836948299178490e-01,5.428511577063559468e-01,2.163003107968961836e-01,6.532816638944640708e-01,8.616318978477731649e-01,5.458536413241084073e-01,6.217672134172530507e-01,6.711034821614086932e-01,5.774093489570150117e-01,4.783132033588170517e-01,4.358629712383960131e-01,7.116604739072649455e-01,4.790822265376134537e-01,3.615287568522981276e-01,6.971759165723413476e-01,5.720196513560114049e-01,9.594750304916368489e-01,8.113941422606264497e-01,6.303169053970403279e-01,7.893979211289030573e-01,4.928402263840780950e-01,7.620051598178465557e-01,8.547040747706571295e-01,6.203863602038526270e-01,5.964390373924197686e-01,5.208676059964385541e-01,7.783504609379721106e-01,4.268044601086773415e-01,1.069725401180698476e+00,3.519716651404056207e-01,8.528487524029941813e-01,6.617056513256306394e-01,6.587241981184318584e-01,8.015433315487772159e-01,7.598980839165244694e-01,5.731505587414216230e-01,8.913395061925224461e-01,4.170953729039866276e-01,4.334315339040126780e-01,7.751950132952151185e-01,4.499399737872619154e-01,1.042180932724685594e+00,9.776440320715755750e-01,5.690493061064384461e-01,5.196363682187195021e-01
