8.613552469442445902e-01,8.667412094043798199e-01,8.495820306392342092e-01,8.635162016262198925e-01,8.618880254467421453e-01
8.236756104925830879e-01,7.903329036688134801e-01,7.829888613774029782e-01,8.090833035983102661e-01,7.914160014735999171e-01
7.909301020817983696e-01,7.287135216717353092e-01,7.189063042157951555e-01,7.669539957793521934e-01,7.238872576238923884e-01
7.575455494227995024e-01,6.687851397722289759e-01,6.388378177875453368e-01,7.338827614043430536e-01,6.494281506671096826e-01
7.094972351807885547e-01,6.315176099502822771e-01,5.543409808488704016e-01,6.875795516935315765e-01,5.990234238743067374e-01
6.762889450109231815e-01,5.985560944933241423e-01,5.278201508964687205e-01,6.310379090536306634e-01,5.673688263354431660e-01
6.458593256517256576e-01,5.801147800843791114e-01,5.153554633950904185e-01,5.869171098899923500e-01,5.375045826081706890e-01
6.248810309689968312e-01,5.677762876729451902e-01,5.229010023660002338e-01,5.462101409388414597e-01,5.067397714101204986e-01
5.971498471168799060e-01,5.581725294978455709e-01,4.712405720351515170e-01,4.998478799689272112e-01,4.819598782714437091e-01
5.688566434754421808e-01,5.420997802068567850e-01,4.441288565362074836e-01,4.668320053863830310e-01,4.638690421963980182e-01
5.469907715447837049e-01,5.198592649085083117e-01,4.209239247867129774e-01,4.406923054451724608e-01,4.496702930161916578e-01
5.255337055597599782e-01,4.986859542712460125e-01,3.978678737796200182e-01,4.187236009557848693e-01,4.365985063203936534e-01
5.080228003273304926e-01,4.802736411567720687e-01,3.704821418280173639e-01,3.981137396494636715e-01,4.239266669929324660e-01
4.937576435988483836e-01,4.646829427237411103e-01,3.586453855863716567e-01,3.815822955237024861e-01,4.095380772424361826e-01
4.778780509108317975e-01,4.493695395146952709e-01,3.429683156695969570e-01,3.667619465484588392e-01,3.965056811446417973e-01
4.646495276527063956e-01,4.347355435320486849e-01,3.348487182351070901e-01,3.556085359806517854e-01,3.855556312135939301e-01
4.519723885850651102e-01,4.204891874817290875e-01,3.324930632148218046e-01,3.464664308702187778e-01,3.754029532513263323e-01
4.420661929351185071e-01,4.058790239415022150e-01,3.279446715243845567e-01,3.381298033389618651e-01,3.655210685060528153e-01
4.323442804371061543e-01,3.923698573589487482e-01,3.204471634073531860e-01,3.310296967621461084e-01,3.546972577649200042e-01
4.225818034486751307e-01,3.790598653978933807e-01,3.108556132743952038e-01,3.232491537885657240e-01,3.444881669000915969e-01
4.132058316525761832e-01,3.666052989559209219e-01,3.051729258424753510e-01,3.162211469564108479e-01,3.348415084930323471e-01
4.190969314154192049e-01,3.558429062602688209e-01,2.920571285801971118e-01,3.099209083782941132e-01,3.259949437072375833e-01
4.035332037705041119e-01,3.458262819074501837e-01,2.816590272469728373e-01,3.042875709993619893e-01,3.168959965830127623e-01
