0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
7.547552014613055638e-02,1.257662577135554571e-01,1.167468532709192292e-01,1.015098226840416146e-01,1.163179654402714397e-01
1.437408158926909707e-01,2.302329079164449899e-01,2.334974860897351401e-01,1.972821307358533227e-01,3.430699046279291342e-01
3.241942038860120001e-01,4.243154249706231895e-01,2.755515399143080302e+00,2.798795895716433835e-01,4.737649243390343878e-01
4.089847064054911718e-01,5.055787222647215584e-01,3.343159554696827573e+00,4.545014726870560406e-01,5.753408670482049736e-01
4.742444566368025360e-01,5.805393059454775351e-01,3.759133883542899124e+00,5.610240250284974639e-01,6.540490063782975483e-01
5.352229849131913131e-01,6.410845703209192559e-01,4.085843900152416275e+00,6.520855749493350562e-01,7.278065592055630306e-01
5.870821510921256925e-01,6.951533046531486182e-01,4.352038429319515345e+00,7.380101488684031041e-01,8.019891047834056819e-01
6.420495931570592285e-01,7.447808323988914792e-01,4.672366655347618192e+00,8.252909195321173064e-01,8.660982954254862198e-01
7.002735571395203307e-01,7.978679675506413771e-01,4.950634232815027680e+00,9.003215433774697241e-01,9.230157013617635853e-01
7.547075737040435106e-01,8.569806682823679633e-01,5.201362040145178334e+00,9.679369663442951577e-01,9.735473700645400630e-01
8.086179706095429909e-01,9.113458006408485801e-01,5.422207306549442940e+00,1.028855512971210029e+00,1.022397483478415525e+00
8.575301651336652009e-01,9.624412799785638795e-01,5.632042969436880320e+00,1.088860549154197166e+00,1.066128878201233476e+00
9.023766943172329968e-01,1.009532437221006829e+00,5.811902109054683407e+00,1.141054639607427479e+00,1.111100905907334013e+00
9.444937547226198715e-01,1.053861461880530648e+00,6.001924595894625014e+00,1.189023518953203462e+00,1.156215616215795938e+00
9.853013589736221434e-01,1.097259403073915340e+00,6.256167917546751944e+00,1.233132614278353412e+00,1.197331987861322444e+00
1.025177671263221457e+00,1.136816384653226875e+00,6.414447700083570680e+00,1.275633025957605637e+00,1.238167646851953574e+00
1.060960559499476874e+00,1.176626434679660882e+00,6.562660876721862380e+00,1.314503707888026396e+00,1.276186866116386209e+00
1.097884911998345592e+00,1.214642898482731992e+00,6.714041333077209295e+00,1.350157147552817127e+00,1.322976556554517957e+00
1.135321418473766109e+00,1.253054012778954229e+00,6.877890444912657664e+00,1.385602953072894383e+00,1.360631683389575297e+00
1.173151210192117544e+00,1.290819565191033691e+00,7.031449426025823790e+00,1.418482474624748857e+00,1.397302654295174307e+00
7.416807664457194527e+00,1.326385337079371673e+00,7.188110013530757847e+00,1.449343712654997507e+00,1.432294625872896354e+00
7.540671520104557324e+00,1.360168279075252507e+00,7.332854672160693532e+00,1.478817065605457781e+00,1.468304309685356968e+00
7.654213387781307887e+00,1.391813761404301797e+00,7.471268497069816661e+00,1.508481945361567877e+00,1.504482369502606831e+00
7.768425800249077362e+00,1.422321130383489951e+00,7.604413410303381582e+00,1.535968293939661056e+00,1.539207877261743906e+00
7.886022961739922010e+00,1.451514319505701200e+00,7.728582767736658532e+00,1.561644667686292509e+00,1.572432330192255368e+00
7.998160263475440068e+00,7.263431089615242087e+00,7.849308609188178742e+00,1.585893238769952251e+00,1.604413236453090974e+00
8.109794059057318094e+00,7.362915955228046094e+00,7.964049186429766003e+00,1.609117606139191414e+00,1.634252706109834863e+00
8.230051138659533194e+00,7.459305691434465757e+00,8.078027805036040121e+00,1.630785482384932816e+00,1.663130881310175280e+00
8.355303470084452400e+00,7.550447240234471558e+00,8.188047438544677092e+00,1.653070864545283625e+00,1.691560921372214921e+00
8.472475005933571168e+00,7.649302205420301703e+00,8.292805936233420994e+00,1.674509720510035660e+00,1.719847409435135921e+00
8.585238004424914138e+00,7.741978735282017965e+00,8.391032829043020058e+00,1.695163954028337638e+00,1.746771067740910288e+00
8.692203405780661640e+00,7.832337345296242148e+00,8.485721311154984292e+00,1.715317248213042989e+00,8.587391842844663614e+00
8.793718285971257487e+00,7.917148936485969735e+00,8.585892119310576831e+00,1.735417238758530933e+00,8.704784788777550020e+00
8.892120026993206139e+00,8.422786511165469392e+00,8.680338881285848629e+00,1.755755759684956230e+00,8.818362697383321347e+00
8.992389577745672824e+00,8.520046040440659496e+00,8.769538600929163152e+00,1.776143100813705411e+00,8.928355590077400095e+00
9.087239152781791063e+00,8.622957582578736790e+00,8.853916714105272590e+00,1.795428423503061977e+00,9.045387032244551762e+00
9.177096644921270752e+00,8.721679338540297977e+00,8.933853873956321578e+00,1.814022818505357293e+00,9.156258924823962531e+00
9.264032636829448109e+00,8.818781155765998747e+00,9.011306926862424405e+00,1.831663654789585483e+00,9.261445079322376372e+00
9.346621829142216953e+00,8.916197661004764186e+00,9.089125574002325791e+00,1.848920859290146268e+00,9.364420097105544016e+00
9.428252969376043069e+00,9.009487786968177758e+00,9.171209895636637910e+00,1.865878406449760885e+00,9.465903135523740630e+00
9.511797823026546084e+00,9.104246568609271506e+00,9.258402205181544886e+00,1.882119875445624757e+00,9.562553648302971609e+00
9.595561708991299454e+00,8.627888861368253615e+00,9.344667380169369153e+00,1.899421290121086070e+00,9.655205044776568712e+00
9.676946877345265818e+00,8.702303610393308020e+00,9.434341036458921081e+00,1.916635083586969879e+00,9.743645014137729987e+00
9.755653162362346364e+00,9.374694479858542095e+00,9.525274390992430895e+00,1.933547894307319659e+00,9.831556184726943926e+00
9.831493871583033339e+00,9.460625202216046858e+00,9.620383573049743120e+00,1.949957435358860902e+00,9.917983095727505471e+00
9.910839054379795954e+00,9.548124019292595577e+00,9.713877538258365973e+00,1.013604242748426110e+01,1.000661469856018115e+01
9.989731180642227315e+00,9.631977052324286248e+00,9.803475921583299169e+00,1.020877205171611379e+01,1.009155331794149824e+01
1.006786951237982031e+01,9.712407512579176228e+00,9.889417228037819640e+00,1.028179269199472579e+01,1.018117967484389297e+01
1.014287138024996437e+01,9.790228357668119941e+00,9.974263011464424622e+00,1.035417204649263923e+01,1.026990567478756056e+01
1.021593002165188757e+01,9.864997404910438306e+00,1.005799226298608673e+01,1.042401127508805025e+01,1.035623568676355077e+01
1.028957248475571440e+01,9.939903683335368001e+00,1.014039640254400076e+01,1.049603787782266195e+01,1.044097158645572776e+01
1.036118373461401454e+01,1.001209364693778880e+01,1.022158908720013315e+01,1.056699229829107445e+01,1.052250990502744443e+01
1.043164532632038721e+01,1.008160990818456604e+01,1.029964530018528990e+01,1.063531877726066632e+01,1.060099722585070126e+01
1.050056277101589686e+01,1.014921382236300751e+01,1.038167038551621246e+01,1.070145355703619572e+01,1.067663046228038226e+01
1.056701887840085341e+01,1.021471408370572576e+01,1.046074719468344050e+01,1.076522638039117474e+01,1.075298025877708064e+01
1.063577290101077999e+01,1.027884413901710658e+01,1.053704937896760541e+01,1.082676156082141539e+01,1.140400156011120281e+01
1.070223264654490158e+01,1.034076265235722225e+01,1.061432111059525418e+01,1.088665278668353231e+01,1.148448580069456249e+01
1.076729090288904089e+01,1.040230368302143837e+01,1.069231840915382215e+01,1.094451380149947539e+01,1.156224176193611441e+01
