8.564379734928257992e-01,8.728104043476575535e-01,8.683027005644393670e-01,8.703574719064909315e-01,8.608009759395561789e-01,8.553005514840000822e-01,8.669837103497516351e-01
7.784609601066684315e-01,8.170052372074294578e-01,8.304537407611539690e-01,7.927055489240204533e-01,8.103814430462891183e-01,6.945358277061299823e-01,7.882855072996355350e-01
7.174361747764765873e-01,7.582173873287400001e-01,8.021708448766555755e-01,7.480379622416019059e-01,7.644398960165800228e-01,6.310062980024748747e-01,7.649496561311964760e-01
6.745113240179625436e-01,6.962010767068456119e-01,7.771727332170939029e-01,7.154031926073872727e-01,7.286542858383683319e-01,6.458486226254223084e-01,7.334217291447217013e-01
6.362772834098288088e-01,6.336112377148667152e-01,7.324508382233907433e-01,6.761569640481074339e-01,6.908956772773592325e-01,6.081943535087011021e-01,6.840599922884423867e-01
6.015895796070508394e-01,5.735262464125377990e-01,7.047617873707798797e-01,6.406398669158334114e-01,6.631883856401278310e-01,5.740548162957995748e-01,6.299356952201595750e-01
5.707480598192635757e-01,5.276373174922335263e-01,6.816972655257643732e-01,6.102326031010028018e-01,6.328594307246673267e-01,5.337849307588966585e-01,5.845379113500278612e-01
5.397055821921964425e-01,4.964339376588312591e-01,6.600753244658565944e-01,5.833593062783005712e-01,6.102321729935517025e-01,5.036961705298891312e-01,5.523225897603513124e-01
5.095232215452770719e-01,4.695033041211514879e-01,6.410945375851818673e-01,5.635761819078367596e-01,5.921929265296682621e-01,4.773049455973911170e-01,5.225674326539362369e-01
4.815375137613627232e-01,4.427053450182345529e-01,6.196936327370987652e-01,5.466948309976098486e-01,5.715143419389108193e-01,4.584699866858813477e-01,4.972990769460570171e-01
4.591473546762819269e-01,4.218802408200200138e-01,6.019441993582347328e-01,5.201661361563841846e-01,5.528202195265086161e-01,4.432107060269090959e-01,4.734494168716906204e-01
4.418762077277486600e-01,4.029476528604895580e-01,5.800753204942492580e-01,4.992545759594871901e-01,5.359478902981246184e-01,4.280095644030127988e-01,4.540485348545255095e-01
4.238638984195143289e-01,3.870767561661673795e-01,5.575899423992036752e-01,4.798847184675002486e-01,5.154261476061557934e-01,4.123656243696393053e-01,4.369382485342501177e-01
4.068313021032278765e-01,3.743897218405588534e-01,5.354174832921161364e-01,4.631549879086143129e-01,4.983594322522703624e-01,3.997854597674118660e-01,4.227136338534268067e-01
3.937942713864594491e-01,3.640902254100469304e-01,5.150736674537542692e-01,4.494327441650163846e-01,4.752201703216633044e-01,3.885706606114297523e-01,4.093768889257063393e-01
3.806240569455552336e-01,3.552438833402444263e-01,4.979579514292958309e-01,4.384165495838830418e-01,4.550821844625589363e-01,3.777115513560929116e-01,3.995593644601928562e-01
3.696049999136090669e-01,3.462826668767988725e-01,4.799569759584341733e-01,4.269734606846419811e-01,4.355918124626411703e-01,3.677481013967985879e-01,3.906618999995774555e-01
3.591296225296083389e-01,3.368885624439015292e-01,4.656128379268529294e-01,4.218253789033395429e-01,4.175668801766173055e-01,3.584613124800773432e-01,3.827517743558322971e-01
3.506475630586861070e-01,3.275918765299027924e-01,4.521459261632835291e-01,4.085693307602006330e-01,4.011109692524248427e-01,3.510487752320285981e-01,3.754381353331172066e-01
3.430310776149377849e-01,3.193688822300819741e-01,4.401472389697207444e-01,3.955507038327967795e-01,3.871954257196765226e-01,3.430328060849102134e-01,3.689628302297618956e-01
3.352514299397713615e-01,3.120365050938371798e-01,4.289029166338141352e-01,3.841518770415398021e-01,3.747624018059569351e-01,3.342996306017874120e-01,3.606369049016348027e-01
3.287417570820478918e-01,3.053947099335533877e-01,4.185549804472228352e-01,3.737521056464017111e-01,3.624645341396164344e-01,3.255973025862937131e-01,3.529712766268723323e-01
3.218067057779159246e-01,2.997604771033448579e-01,4.091735636505955398e-01,3.643371540082279147e-01,3.511638261493960078e-01,3.165183086489471442e-01,3.454663946512745443e-01
3.156577133751486963e-01,2.947793480499043550e-01,3.990633170472138169e-01,3.547724035065119574e-01,3.405554497659082358e-01,3.080471241693413242e-01,3.374142546621329841e-01
3.097469912671768077e-01,2.906447901776877396e-01,3.907842556335849316e-01,3.462759855380997953e-01,3.312351772930128835e-01,3.006337505080539652e-01,3.302369805198708264e-01
3.040462437902328174e-01,2.867327476739298664e-01,3.839225051196294425e-01,3.391683340876133212e-01,3.236964191174724892e-01,2.939924665766323608e-01,3.237153689374709375e-01
2.987311516427069158e-01,2.831894885015286967e-01,3.761517109719783036e-01,3.317862558485862867e-01,3.164418150756841408e-01,2.884094105608960290e-01,3.170935366580645010e-01
2.937819763413295759e-01,2.795850906082099629e-01,3.677974224478374743e-01,3.251466336236440435e-01,3.096666504217028271e-01,2.837821542252578766e-01,3.115427115989647944e-01
2.891154937086640175e-01,2.757296416169888187e-01,3.602615081699191424e-01,3.195149362746872446e-01,3.032225526463182552e-01,2.794172965766241190e-01,3.054580966484162219e-01
2.844335781292186560e-01,2.716677509266171575e-01,3.536033523453167016e-01,3.141311034942695368e-01,2.971048632954680913e-01,2.756510445755168681e-01,2.998760433955687255e-01
