0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.853873899301426709e-01,1.840312050670371846e-01,4.005500134474748730e-01,7.151680373225385856e-02,4.138344951570713248e-01,7.364206551682233037e-01,-2.356198984373686356e-01,1.064953308261100268e-01,-1.962864400475410331e-01,7.535835682191714680e-02,2.063503710282547227e-02,-9.705530890830366131e-02,1.749328678136555792e-01,-6.535112754565697291e-03,6.046189304756613425e-02,1.524596290654401665e-01,2.207720257401964425e-01,4.955489182792222752e-02,-3.194120936700181601e-02,2.205666924338542945e-01,-7.175435875063282398e-02,1.603301916468941601e-01,3.297177453955237036e-02,-2.598390782269405230e-01,3.819080309754382951e-01,4.373737331364529468e-01,3.618021827241082455e-01,2.082215276492446754e-01,-2.336178801627655094e-02,1.064113581613225779e-01
4.639520662888358404e-01,3.667606952557980193e-01,6.288822302935113129e-01,2.731453455861105328e-01,8.880088972565648442e-01,9.806753009084703265e-01,-3.278016911415752160e-02,-1.216217363829708020e-01,-3.304679524179420791e-01,1.880921259529561018e-01,2.864245432333574204e-01,-1.874376760533278397e-01,1.025977977945061514e+00,-6.564024633399172248e-02,5.344730113141896860e-02,2.178182979204533465e-01,7.606134630107980188e-01,4.331859220609384220e-01,9.433341146127760535e-02,2.033362687340445618e-01,-3.100171814292861927e-01,3.034394873706958706e-01,3.561644774419949755e-01,-4.006736635246675449e-01,2.533405670867834303e-01,9.428370886104033843e-01,1.060146536669924755e+00,1.785134638162293452e-01,2.722221487324987255e-01,3.591719539257058891e-01
8.606912794016917667e-01,4.704012926721343191e-01,7.769226784907266037e-01,2.922936605574877889e-01,1.062225534432908347e+00,1.191237917142332403e+00,1.522504264394368700e-01,-3.598113238056311891e-01,-2.788098111637807297e-01,2.279287888695306352e-01,3.397300176966521201e-01,-3.263038651250874667e-01,1.232603472545829693e+00,7.609877459845681980e-02,4.805255497064294667e-01,-1.017559137810976622e-01,8.464766096855832478e-01,6.048277163009896373e-01,8.187043106949390414e-02,3.106949293840641224e-02,-2.582692981716373515e-01,3.602441029303798947e-01,6.144235339134211937e-01,-3.551422002757165242e-02,2.704239179752298550e-01,7.379374706539481021e-01,1.493346837181705578e+00,3.833622874334258190e-01,4.018349159986290831e-01,4.573695536595059341e-01
1.046341730741876752e+00,5.673181862855306568e-01,7.782255885141773355e-01,5.552412118352917370e-01,9.960924882662135493e-01,1.298702960097859016e+00,3.251914705221272683e-01,-4.779110169340514136e-01,-1.267169798900396605e-01,1.921113038059047151e-01,4.562102940057531919e-01,-3.227697409035737430e-01,1.443614536882583010e+00,1.765593991836295062e-01,8.598404390516727336e-01,-1.238423549715518546e-01,1.099255395921389988e+00,7.922502068534333919e-01,9.602083888947858525e-02,-4.081808621512461599e-02,-1.228767192850159506e-01,2.622966274472770531e-01,6.737809160811172315e-01,2.702602431587758924e-01,1.502510267220705520e-01,4.582703847210215509e-01,1.689190543863205107e+00,6.192356662235005693e-01,3.619361216608899534e-01,5.180566244271185283e-01
1.206594671206298708e+00,6.279844118221158400e-01,6.803940974568539746e-01,7.065257733557231967e-01,1.029874269907385953e+00,1.396061070466282805e+00,3.352642208025671811e-01,-4.357040350519822414e-01,-2.699619359996346946e-02,2.445157386059210458e-01,5.181309512309267840e-01,-2.722566593222639497e-01,1.546975701930624281e+00,2.520019219585193926e-01,1.040792981456096111e+00,-1.515418300109529770e-01,1.234906114277855016e+00,9.236293060195147619e-01,1.240386560831608781e-01,-5.957334605242153858e-02,-2.910079538672090058e-02,2.728323411693238110e-01,6.416610915490027489e-01,4.921341914149208185e-01,7.084291475101055224e-02,3.416427262051080493e-01,1.803287710723780579e+00,7.573267701633410454e-01,3.431034437836211204e-01,6.412710371723224778e-01
1.324079613018070756e+00,6.739400326851765488e-01,5.893677978601907785e-01,7.359780910371070961e-01,1.136422588886474960e+00,1.536869888639142090e+00,3.062228593033746726e-01,-3.122760059383402620e-01,6.959955715329088632e-02,1.611751425588222875e-01,6.243084965875892456e-01,-2.162910835478033256e-01,1.745650396959635753e+00,3.601330859971574871e-01,1.186779133451444590e+00,-1.786359769125652475e-01,1.283171962501176377e+00,1.017681281164308782e+00,1.007664265681651183e-01,-2.098262418956364228e-01,7.851963468745146862e-03,2.530102021431245296e-01,6.084798636769990221e-01,6.993024523339487208e-01,7.329405774198964607e-02,3.374165071622465262e-01,1.873908032103409393e+00,8.288492701090824921e-01,3.937135877754992519e-01,7.907166328410503153e-01
1.380164199821167559e+00,8.998956620150577734e-01,6.383802163528380369e-01,9.789330512284237784e-01,1.272930819660612389e+00,1.587186218104123636e+00,3.090870118438691083e-01,-2.036284153087845050e-01,2.921147140556148436e-01,1.580593160686663834e-01,7.014474770379921509e-01,-1.436515996014842422e-01,1.800109203790160706e+00,4.739416612025987297e-01,1.341341074105864006e+00,-2.483793308750590623e-01,1.290208199571968528e+00,1.087221336089227108e+00,1.123930921092420321e-01,-2.656823060848034213e-01,-6.512344448042933776e-02,1.100680818707625019e-01,6.183754393593505760e-01,8.990739452897428263e-01,6.847483972689649701e-02,3.625105792599340737e-01,1.806356027216288407e+00,9.463264826370558769e-01,4.754740056614135124e-01,8.617430281848029727e-01
1.417845922735980979e+00,1.073266876741117093e+00,7.153053012850689729e-01,1.079441596207041609e+00,1.416600800107557179e+00,1.626352985885270774e+00,2.584747276301826435e-01,-1.458799724045619917e-01,4.639341201165091966e-01,2.187181216245259741e-01,6.954437930095457299e-01,-1.126932038543108638e-01,1.841220516327652490e+00,4.991169568134914414e-01,1.467460041916804014e+00,-2.965008525635570158e-01,1.325055284101920972e+00,1.155967031516781374e+00,1.612679802316722699e-01,-2.176359552107130779e-01,-7.607738724418039444e-02,7.789152401062536535e-02,6.715991374773521150e-01,1.080424336430100718e+00,1.447117233679854897e-01,4.254149784358983721e-01,1.765213155918188725e+00,1.070082359395819305e+00,5.753507051749539025e-01,9.324177752966592569e-01
1.519045475201793893e+00,1.232812396262997989e+00,7.755763533624435713e-01,1.191711796651367727e+00,1.440887623573073206e+00,1.608335183827429349e+00,1.634561175431624436e-01,-8.832049821129801803e-02,5.274043254164352268e-01,2.157061372929480192e-01,7.360609386211125482e-01,-1.485756545032623499e-01,1.915238944737236437e+00,4.950860546044301702e-01,1.536931432681803322e+00,-2.851368773880497143e-01,1.369043972621433847e+00,1.187197040257490510e+00,2.348170275932068007e-01,-1.961415750493008814e-01,1.492426886452218396e-02,1.016517463602297361e-01,6.609990299818263582e-01,1.298472058211588287e+00,2.211963096896466807e-01,4.819921367075210017e-01,1.794937833362603374e+00,1.137877120180903923e+00,6.448259563128260208e-01,9.982342610603431865e-01
