0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.304976406665675492e-01,1.007592515267447808e-01,7.142552225666300159e-02,1.317976978692252665e-01,9.476545211600413687e-02,1.596098527981552717e+00,1.380056852597678074e-01,8.981171171041993362e-02,7.910869870982033258e-02,1.602794819290224382e+00
2.477023755170959241e-01,2.147611329158005400e-01,1.419664679374625926e-01,2.233132496574986303e-01,1.919462308679313056e-01,2.368860707498924079e+00,2.054582714810287147e-01,2.025755146473068036e-01,1.470473459378884018e-01,2.620750366671985576e-01
3.491228816690170045e-01,3.411360632367671508e-01,2.089684498961512371e-01,3.000376839695778619e-01,2.758441439827476471e-01,3.900078651942405772e-01,2.865768451542806683e-01,2.914404512926368485e-01,2.382489202467373557e-01,4.186171153168827819e-01
4.428226693340000519e-01,4.696603459834364780e-01,3.049261167736012079e-01,3.859469746466555606e-01,4.619591233718179368e-01,4.873874566903976246e-01,3.907140578714520252e-01,4.866916415368496840e-01,4.585989015131631263e-01,5.066264515979915783e-01
5.300533195549036458e-01,6.255327753452711859e-01,3.777316763745269257e-01,4.699237593729795881e-01,5.402630308974352147e-01,5.746265456157189089e-01,5.597710527261192670e-01,5.757458442745397864e-01,5.594010340415543903e-01,5.717659742462897210e-01
6.656536342290035879e-01,7.179529901677123016e-01,4.383686930597679998e-01,5.506984704134938458e-01,6.179123749590227366e-01,6.682024539483536474e-01,6.520068274553796339e-01,6.493697092620391853e-01,6.433204318105087971e-01,6.340848205842041230e-01
7.327314629445783600e-01,8.010061006074795653e-01,4.916278772944974174e-01,6.247884649186772332e-01,6.843652368110538786e-01,4.327366306050848266e+00,7.388017505223942738e-01,7.258764598460819562e-01,7.062482594351423559e-01,7.006496292765914680e-01
8.006316583089463368e-01,8.760552286293743496e-01,5.389590570899799316e-01,6.906735121090349372e-01,7.410027252347121118e-01,8.088998271041002441e-01,8.086770488441553661e-01,7.905805304952945312e-01,7.681824154270718852e-01,7.651414059570007531e-01
8.664596711774839033e-01,9.498717440571697868e-01,5.901205414662231696e-01,7.497358923021332222e-01,7.991075933710899415e-01,8.657556923139606564e-01,8.715329694845469488e-01,8.442695375187615481e-01,8.254616277439325023e-01,8.288695640112482277e-01
